Item Shelving Id,Item Call Number,Catalog Id,Item Library Code,Catalog Pub Year,Catalog Title,Catalog Author,Item Barcode,Item Collection,Item Status,Item Type,Item Created Date,Item Last Checkout Date,Item Lifetime Checkout,Item Lifetime Renewals,Item Lifetime Inhouse Uses,Item Legacy Total Charges,Number of Items
BM 000155.2 .A84  1985,BM155.2 .A84 1985,1617156,ALDERMAN,1985,Ta?q?q? dar d?n-i Yah?d /,"?shtiy?n?, Jal?l al-D?n.",X001664656,STACKS,STACKS,BOOK,6/30/96,1/1/00,0,0,0,0,1
BM 000155.2 .C35  ORDER,BM155.2 .C35 Order,174187,ALDERMAN,1984,The Cambridge history of Judaism /,,174187-6001,STACKS,STACKS,BOOK,2/25/98,1/1/00,0,0,0,0,1
BM 000155.2 .C35  ORDER AAT008510-000002,BM155.2 .C35 Order AAT8510-002,174187,CLEMONS,1984,The Cambridge history of Judaism /,,174187-5001,BY-REQUEST,BY-REQUEST,BOOK,2/19/98,1/1/00,0,0,0,0,1
BM 000155.2 .C35  V.000001,BM155.2 .C35 v.1,174187,ALDERMAN,1984,The Cambridge history of Judaism /,,X000817986,STACKS,STACKS,BOOK,6/28/96,9/9/10,0,0,4,21,1
BM 000155.2 .C35  V.000002,BM155.2 .C35 v.2,174187,ALDERMAN,1984,The Cambridge history of Judaism /,,X001683632,STACKS,STACKS,BOOK,6/28/96,12/15/07,0,0,7,21,1
BM 000155.2 .C35  V.000003,BM155.2 .C35 v.3,174187,ALDERMAN,1984,The Cambridge history of Judaism /,,X004585403,STACKS,CHECKEDOUT,BOOK,12/12/01,8/3/17,0,28,4,48,2
BM 000155.2 .C35  V.000003,BM155.2 .C35 v.3,174187,CLEMONS,1984,The Cambridge history of Judaism /,,X004585155,BY-REQUEST,CHECKEDOUT,BOOK,12/12/01,3/1/19,1,43,0,44,1
BM 000155.2 .C35  V.000004,BM155.2 .C35 v.4,174187,ALDERMAN,1984,The Cambridge history of Judaism /,,X030506460,STACKS,STACKS,BOOK,6/25/09,1/7/13,1,0,4,6,1
BM 000155.2 .C635  1994,BM155.2 .C635 1994,2397005,ALDERMAN,1994,The future of Judaism /,"Cohn-Sherbok, Dan.",X002603984,STACKS,STACKS,BOOK,7/1/96,10/10/08,0,0,0,4,1
BM 000155.2 .D68  1985,BM155.2 .D68 1985,1286073,ALDERMAN,1985,"Approches de trois monothéismes : judaïsme, christianisme, islam /","Doyen, André.",X001433564,STACKS,STACKS,BOOK,6/30/96,10/10/08,0,0,0,1,1
BM 000155.2 .E77,BM155.2 .E77,257634,ALDERMAN,1979,"Essays on the occasion of the seventieth anniversary of the Dropsie University, 1909-1979 /",,X000169531,STACKS,STACKS,BOOK,6/28/96,9/6/16,0,0,2,4,2
BM 000155.2 .H57  V.000001,BM155.2 .H57 v.1,456001,ALDERMAN,1974,A History of Judaism.,,X000103127,STACKS,STACKS,BOOK,6/29/96,5/7/14,1,0,4,25,1
BM 000155.2 .H57  V.000002,BM155.2 .H57 v.2,456001,ALDERMAN,1974,A History of Judaism.,,X006143523,STACKS,STACKS,BOOK,6/29/96,1/22/04,0,0,2,15,1
BM 000155.2 .J4,BM155.2 .J4,814945,ALDERMAN,1970,The Jewish expression.,"Goldin, Judah,",X000092770,STACKS,STACKS,BOOK,6/29/96,8/23/00,0,0,1,8,1
BM 000155.2 .M35,BM155.2 .M35,159991,ALDERMAN,1981,Abraham was their father /,"Matthews, Alfred Warren.",X000222793,STACKS,STACKS,BOOK,6/28/96,2/1/11,0,0,1,21,1
BM 000155.2 .N45,BM155.2 .N45,510261,ALDERMAN,1975,Between time and eternity : the essentials of Judaism /,"Neusner, Jacob,",X000141670,STACKS,STACKS,BOOK,6/29/96,1/1/00,0,0,2,15,1
BM 000155.2 .N455  1992,BM155.2 .N455 1992,1973693,ALDERMAN,1992,"A short history of Judaism : three meals, three epochs /","Neusner, Jacob,",X002185006,STACKS,STACKS,BOOK,6/30/96,2/1/11,0,0,1,7,1
BM 000155.2 .N46  1987,BM155.2 .N46 1987,769635,ALDERMAN,1987,Self-fulfilling prophecy : exile and return in the history of Judaism /,"Neusner, Jacob,",X001217903,STACKS,STACKS,BOOK,6/29/96,8/16/10,0,0,0,4,1
BM 000155.2 .N48,BM155.2 .N48,618958,ALDERMAN,1974,"Understanding rabbinic Judaism, from Talmudic to modern times.","Neusner, Jacob,",X000209593,STACKS,STACKS,BOOK,6/29/96,4/14/05,0,0,0,12,1
BM 000155.2 .R36  1982,BM155.2 .R36 1982,138310,ALDERMAN,1982,The springs of Jewish life /,"Raphael, Chaim.",X000349701,STACKS,STACKS,BOOK,6/28/96,4/14/05,0,0,0,9,1
BM 000155.2 .R45  1999,BM155.2 .R45 1999,2943513,ALDERMAN,1999,Religionsgeschichte Israels : formale und materiale Aspekte /,,X004341776,STACKS,STACKS,BOOK,9/8/99,1/1/00,0,0,0,0,1
BM 000155.2 .S43  1980,BM155.2 .S43 1980,261688,ALDERMAN,1980,"Jewish people, Jewish thought : the Jewish experience in history /","Seltzer, Robert M.",X000142274,STACKS,STACKS,BOOK,6/28/96,5/11/14,1,2,2,17,1
